index,type,date,country,state,location,activity,severity,time
256,UNPROVOKED,2021-01-07,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,AFTERNOON
257,UNPROVOKED,2021-01-07,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,SURFING,INJURY,MORNING
258,PROVOKED,2021-01-07,BAHAMAS,,,,INJURY,
259,UNPROVOKED,2021-01-07,USA,Florida,"Bathtub Beach, Martin County",PASSIVE,INJURY,AFTERNOON
260,UNPROVOKED,2021-01-07,USA,Florida,"46 miles off Mayport, Duval County",DIVING,,
261,UNPROVOKED,2021-01-07,BRAZIL,Pernambuco,Piedade,SWIMMING,FATALITY,NOON
262,UNPROVOKED,2021-01-07,AUSTRALIA,New South Wales,Crescent Head,SURFING,INJURY,AFTERNOON
263,UNPROVOKED,2021-01-07,USA,Florida,"Ponce Inlet, Volusia County",PASSIVE,INJURY,AFTERNOON
264,PROVOKED,2021-01-07,USA,BAHAMAS,,DIVING,INJURY,
265,UNPROVOKED,2021-01-07,ECUADOR,Galapagos,,DIVING,INJURY,
266,UNPROVOKED,2021-01-06,USA,California,"Catalina Island, Orange County",BOATING,INJURY,MORNING
267,UNPROVOKED,2021-01-06,USA,Florida,"Block Houe Beach, Brevard County",SURFING,INJURY,
268,UNPROVOKED,2021-01-06,USA,North Carolina,"Ocean Isle, Brunswick County",SWIMMING,INJURY,NOON
269,UNPROVOKED,2021-01-06,USA,California,"Gray Whale Beach Cove State Beach, San Mateo County",SWIMMING,INJURY,MORNING
270,UNPROVOKED,2021-01-06,JORDAN,Aqaba,,BOATING,INJURY,
271,UNPROVOKED,2021-01-06,AUSTRALIA,Western Australia,Gum Tree Bay,SURFING,INJURY,NOON
272,UNPROVOKED,2021-01-06,USA,Florida,"Bethune Beach, Volusia County",PASSIVE,INJURY,AFTERNOON
273,UNPROVOKED,2021-01-06,USA,Florida,"Grayton Beach State Park,   Walton County",SWIMMING,,NOON
274,UNPROVOKED,2021-01-06,USA,Florida,"New Smyrna Beach, Volusia County",PASSIVE,INJURY,
275,UNPROVOKED,2021-01-06,USA,Florida,"New Smyrna Beach, Volusia County",PASSIVE,INJURY,
276,PROVOKED,2021-01-06,ENGLAND,West Sussex,Littlehampton,FISHING,INJURY,
277,UNPROVOKED,2021-01-06,AUSTRALIA,Western Australia,Five Fingers Reef,DIVING,INJURY,NOON
278,PROVOKED,2021-01-05,NEW CALEDONIA,Nouville,CHS Beach,DIVING,FATALITY,
279,UNPROVOKED,2021-01-05,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",SWIMMING,INJURY,
280,UNPROVOKED,2021-01-05,AUSTRALIA,Western Australia,Quondong Beach,DIVING,INJURY,NOON
281,UNPROVOKED,2021-01-05,AUSTRALIA,New South Wales,Turncurry Beach,SURFING,FATALITY,NOON
282,UNPROVOKED,2021-01-05,USA,Hawaii,"Kanaha Beach Park, Maui",SURFING,,AFTERNOON
283,PROVOKED,2021-01-05,BELIZE,Ambergris Key,,,INJURY,MORNING
284,UNPROVOKED,2021-01-05,USA,Florida,"Daytona Beach Shores, Volusia County",SWIMMING,,NOON
285,UNPROVOKED,2021-01-05,USA,Hawaii,"Marine Corps Base, Oahu",SURFING,INJURY,AFTERNOON
286,UNPROVOKED,2021-01-05,JAMAICA,Westmoreland Parish,"Little Bay, Little London",DIVING,FATALITY,MORNING
287,UNPROVOKED,2021-01-04,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,MORNING
288,UNPROVOKED,2021-01-04,USA,Florida,"Vero Beach, Indian River County",SURFING,INJURY,
289,UNPROVOKED,2021-01-04,FRENCH POLYNESIA,Tahiti,Tautira,BOATING,INJURY,MORNING
290,UNPROVOKED,2021-01-04,NEW CALEDONIA,,Nouville,SURFING,FATALITY,
291,UNPROVOKED,2021-01-04,USA,Hawaii,Kukio Bay,SWIMMING,INJURY,MORNING
292,UNPROVOKED,2021-01-04,AUSTRALIA,Western Australia,Karratha,,INJURY,AFTERNOON
293,PROVOKED,2021-01-04,USA,North Carolina,Outer Banks,,INJURY,
294,UNPROVOKED,2021-01-04,SOUTH AFRICA,KwaZulu-Natal,Mdloti,DIVING,INJURY,NOON
295,UNPROVOKED,2021-01-04,SOUTH AFRICA,Eastern Cape Province,Chintsa,SURFING,FATALITY,NOON
296,UNPROVOKED,2021-01-04,USA,Florida,"Key Biscayne, Miami-Dade County",SWIMMING,,
297,UNPROVOKED,2021-01-03,USA,Florida,"Vero Beach, Indian River County",,,NOON
298,UNPROVOKED,2021-01-03,AUSTRALIA,Western Australia,Near Coral Bay,DIVING,INJURY,NOON
299,UNPROVOKED,2021-01-03,FRENCH POLYNESIA,Marquesas,Ua Pou,SWIMMING,,
300,UNPROVOKED,2021-01-03,USA,Florida,Indian River County,,INJURY,NOON
301,UNPROVOKED,2021-01-03,USA,Florida,"Fort Lauderdale, Broward County",SWIMMING,INJURY,
302,UNPROVOKED,2021-01-03,USA,Florida,"Miami Beach, Miami-Dade County",,INJURY,NOON
303,UNPROVOKED,2021-01-03,AUSTRALIA,Western Australia,Yallingup,SURFING,INJURY,AFTERNOON
304,UNPROVOKED,2021-01-03,USA,Florida,"Juno Beach, Palm Beach County",SWIMMING,INJURY,NOON
305,UNPROVOKED,2021-01-03,NEW CALEDONIA,Loyalty Islands,Ouvéa,DIVING,INJURY,NOON
306,UNPROVOKED,2021-01-02,NEW CALEDONIA,,I'îot Maître,SWIMMING,INJURY,NOON
307,PROVOKED,2021-01-02,AUSTRALIA,Queensland,Waterford West,FISHING,,AFTERNOON
308,UNPROVOKED,2021-01-02,USA,Hawaii,"Waiokapua Bay, Kaui",SURFING,INJURY,AFTERNOON
309,WATERCRAFT,2021-01-02,AUSTRALIA,South Australia,Gleneg,SURFING,INJURY,DUSK
310,WATERCRAFT,2021-01-02,USA,Maui,Ukumehama,BOATING,INJURY,NOON
311,UNPROVOKED,2021-01-01,AUSTRALIA,Western Australia,"Melaleuca Beach, Cowaramup Bay, Gracetown,",SWIMMING,INJURY,MORNING
312,UNPROVOKED,2021-01-01,NEW ZEALAND,North Island,"Papamoa Beach, Bay of Plenty",SWIMMING,INJURY,DUSK
313,UNPROVOKED,2021-01-01,AUSTRALIA,New South Wales,Lake Macquarie,SWIMMING,INJURY,AFTERNOON
314,WATERCRAFT,2021-01-01,USA,Florida,Off Tampa Bay,FISHING,,
315,UNPROVOKED,2021-01-01,USA,Hawaii,Maui,DIVING,INJURY,MORNING
316,UNPROVOKED,2021-01-01,AUSTRALIA,South Australia,Port MacDonnell,DIVING,FATALITY,AFTERNOON
317,UNPROVOKED,2021-01-01,BRAZIL,Pernambuco,Cacimba do Padre Beach,SURFING,INJURY,
318,UNPROVOKED,2021-01-01,AUSTRALIA,Western Australia,Blackwall Reach,SWIMMING,,MORNING
319,UNPROVOKED,2021-01-01,AUSTRALIA,Victoria,13th Beach,SWIMMING,INJURY,AFTERNOON
320,UNPROVOKED,2021-01-01,ST KITTS / NEVIS,The Narrows,Booby Island,SWIMMING,,MORNING
321,UNPROVOKED,2021-01-01,NEW ZEALAND,North Island,"Waihī  Beach, Bay of Plenty",SWIMMING,FATALITY,AFTERNOON
322,UNPROVOKED,2021-01-01,USA,Florida,"Cocoa Beach, Brevard  County",SURFING,,MORNING
323,UNPROVOKED,2021-01-01,USA,Florida,"Cocoa Beach, Brevard  County",SURFING,,MORNING
324,UNPROVOKED,2021-01-01,USA,Hawaii,"Anaehoomalu Bay
Waikoloa, Hawaii County",SWIMMING,,MORNING
325,UNPROVOKED,2020-01-12,USA,California,"Coronado, San Diego County",SWIMMING,INJURY,NOON
326,UNPROVOKED,2020-01-12,MALDIVES,Raa Atoll,Faadoo Island,SWIMMING,INJURY,MORNING
327,UNPROVOKED,2020-01-12,ST MARTIN,,Orient Beach,SWIMMING,FATALITY,NOON
328,UNPROVOKED,2020-01-12,AUSTRALIA,Western Australia,Cable Beach,SURFING,INJURY,MORNING
329,UNPROVOKED,2020-01-12,USA,Hawaii,Honolua Bay,SURFING,FATALITY,MORNING
330,UNPROVOKED,2020-01-12,USA,Oregon,"Seaside Cove, Clatsop County",SURFING,,AFTERNOON
331,UNPROVOKED,2020-01-12,AUSTRALIA,South Australia,D’Estrees Bay near Kangaroo Island,SURFING,,NOON
332,UNPROVOKED,2020-01-12,EGYPT,South Sinai,Marsa Alam,DIVING,INJURY,
333,UNPROVOKED,2020-01-11,USA,Hawaii,Maui,DIVING,,NOON
334,UNPROVOKED,2020-01-11,NEW CALEDONIA,South Province,St. Vincent Bay,DIVING,INJURY,
335,UNPROVOKED,2020-01-11,AUSTRALIA,Western Australia,Cable Beach,SURFING,FATALITY,MORNING
336,UNPROVOKED,2020-01-11,AUSTRALIA,New South Wales,"Town Beach, Port Macquarie",SURFING,INJURY,
337,UNPROVOKED,2020-01-10,USA,Florida,Ormond Beach,SWIMMING,INJURY,AFTERNOON
338,UNPROVOKED,2020-01-10,BAHAMAS,Grand Bahama Island,East End Point,DIVING,INJURY,
339,UNPROVOKED,2020-01-10,USA,"Franklin County, Florida",St George Island,SURFING,INJURY,NOON
340,UNPROVOKED,2020-01-10,EGYPT,South Sinai,"Shark Reef, Ras Muhammed",DIVING,,
341,UNPROVOKED,2020-01-10,AUSTRALIA,Queensland,Britomart Reef,DIVING,,NOON
342,,2020-01-10,USA,North Carolina,"Emerald Isle, Carteret County",SURFING,INJURY,DUSK
343,UNPROVOKED,2020-01-10,AUSTRALIA,Western Australia,Kelp Beds Beach (Kelpies),SURFING,FATALITY,MORNING
344,UNPROVOKED,2020-01-10,USA,Florida,"Miami Beach, Miami-Dade County",SURFING,INJURY,NOON
345,UNPROVOKED,2020-01-10,AUSTRALIA,Western Australia,"Toms Surf break, Hamersley Pool, North Beach, Perth",SURFING,,MORNING
346,PROVOKED,2020-01-09,USA,Florida,Near Key Largo,,INJURY,
347,,2020-01-09,USA,Hawaii,"Charley Young Beach, Maui",SWIMMING,INJURY,NOON
348,UNPROVOKED,2020-01-09,USA,Florida,"Sombero Key Light, Monroe County",DIVING,INJURY,MORNING
349,PROVOKED,2020-01-09,AUSTRALIA,Queensland,Fraser Island,FISHING,INJURY,AFTERNOON
350,UNPROVOKED,2020-01-09,AUSTRALIA,New South Wales,Cabarita Beach,SURFING,INJURY,NOON
351,,2020-01-09,USA,Florida,"Daytona Beach Shores, Volusia County",SWIMMING,INJURY,AFTERNOON
352,UNPROVOKED,2020-01-09,USA,Florida,"Ponce Inlet, Volusia County",SURFING,,MORNING
353,UNPROVOKED,2020-01-09,USA,Florida,"Melbourne Beach, Brevard County",SURFING,INJURY,MORNING
354,,2020-01-09,USA,Florida,Canaveral National Seashore,SURFING,INJURY,
355,UNPROVOKED,2020-01-09,AUSTRALIA,Queensland,"Greenmount Beach, Coolangatta",SURFING,FATALITY,AFTERNOON
356,UNPROVOKED,2020-01-09,USA,Hawaii,Puako,DIVING,INJURY,AFTERNOON
357,UNPROVOKED,2020-01-09,USA,Florida,"Jensen Beach, Martin County",,INJURY,
358,WATERCRAFT,2020-01-08,AUSTRALIA,New South Wales,Forster,FISHING,INJURY,NOON
359,UNPROVOKED,2020-01-08,USA,South Carolina,"Folly Beach, Charleston County",SURFING,INJURY,NOON
360,UNPROVOKED,2020-01-08,USA,California,"Shelter Cove, Humboldt County",BOATING,,NOON
361,UNPROVOKED,2020-01-08,USA,Florida,"New Smyrna Beach, Volusia County",PASSIVE,INJURY,AFTERNOON
362,UNPROVOKED,2020-01-08,USA,Florida,"St. Augustine Beach, Anastasia Island, St. Johns County",SURFING,INJURY,MORNING
363,UNPROVOKED,2020-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
364,,2020-01-08,USA,South Carolina,"Myrtle Beach, Horry County",SWIMMING,INJURY,
365,UNPROVOKED,2020-01-08,AUSTRALIA,New South Wales,"Shelly Beach, Port Macquarie",SURFING,INJURY,MORNING
366,PROVOKED,2020-01-08,USA,Florida,"Off Gasparilla Island, Charlotte County",FISHING,INJURY,AFTERNOON
367,UNPROVOKED,2020-01-08,USA,Virgin Islands,"Candle Reef, St. Croix",DIVING,INJURY,NOON
368,UNPROVOKED,2020-01-08,USA,North Carolina,"Surf City, Pender County",SURFING,INJURY,NOON
369,UNPROVOKED,2020-01-07,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,AFTERNOON
370,UNPROVOKED,2020-01-07,USA,Alabama,"Orange Beach, Baldwin County",SWIMMING,INJURY,NOON
371,UNPROVOKED,2020-01-07,AUSTRALIA,Western Australia,Bunker Bay Beach,SURFING,INJURY,NOON
372,UNPROVOKED,2020-01-07,USA,Florida,Florida Keys,DIVING,INJURY,
373,WATERCRAFT,2020-01-07,AUSTRALIA,Tasmania,Tenth Island,,,MORNING
374,UNPROVOKED,2020-01-07,FRENCH POLYNESIA,Tuamotu Islands,Tikehau,SWIMMING,INJURY,DUSK
375,UNPROVOKED,2020-01-07,USA,Maine,"Bailey Island, Cumberland County",SWIMMING,FATALITY,AFTERNOON
376,UNPROVOKED,2020-01-07,USA,Bahamas,Spanish Cay,DIVING,INJURY,NOON
377,UNPROVOKED,2020-01-07,USA,Florida,"New Smyrna Beach, Volusia County",PASSIVE,INJURY,
378,UNPROVOKED,2020-01-07,USA,North Carolina,"Neuse River, Craven County",PASSIVE,INJURY,AFTERNOON
379,UNPROVOKED,2020-01-07,USA,Florida,"Cocoa Beach, Brevard  County",SWIMMING,INJURY,NOON
380,UNPROVOKED,2020-01-07,AUSTRALIA,Tasmania,Off Stanley,FISHING,INJURY,NOON
381,UNPROVOKED,2020-01-07,USA,Florida,"Melbourne Beach, Brevard County",SWIMMING,INJURY,
382,UNPROVOKED,2020-01-07,AUSTRALIA,Queensland,Fitzroy Island,DIVING,INJURY,NOON
383,UNPROVOKED,2020-01-07,AUSTRALIA,New South Wales,Wilsons Headland,SURFING,FATALITY,NOON
384,UNPROVOKED,2020-01-07,USA,Florida,"Cocoa Beach, Brevard  County",SURFING,INJURY,MORNING
385,UNPROVOKED,2020-01-07,AUSTRALIA,Queensland,Fraser Island,DIVING,FATALITY,NOON
386,UNPROVOKED,2020-01-06,USA,Florida,"Homestead, Miami-Dade County",PASSIVE,,
387,UNPROVOKED,2020-01-06,USA,North Carolina,"Salvo, Dare County",SURFING,INJURY,AFTERNOON
388,UNPROVOKED,2020-01-06,BAHAMAS,Exumas,"Pig Beach, Pig Island",,,
389,UNPROVOKED,2020-01-06,SOUTH AFRICA,KwaZulu-Natal,Umhlanga Rocks,SURFING,,NOON
390,UNPROVOKED,2020-01-06,NEW CALEDONIA,South Province,"Plateau de Ricaudy, Nouméa",,FATALITY,NOON
391,UNPROVOKED,2020-01-06,AUSTRALIA,New South Wales,Salt Beach near Kingscliff,SURFING,FATALITY,MORNING
392,UNPROVOKED,2020-01-06,AUSTRALIA,Western Australia,"Tantabitti Beach, Nigaloo",,,
393,,2020-01-06,USA,Delaware,"Herring Point, Sussex County",SURFING,INJURY,NOON
394,UNPROVOKED,2020-01-06,USA,Hawaii,"Davidsons Beach, Kauai",SURFING,,MORNING
395,UNPROVOKED,2020-01-05,BAHAMAS,Abaco Islands,NoName Cay,DIVING,INJURY,
396,UNPROVOKED,2020-01-05,AUSTRALIA,Queensland,Lucinda,DIVING,INJURY,
397,UNPROVOKED,2020-01-05,THAILAND,"Muang district of Satun province,",Chebilang pier,PASSIVE,INJURY,
398,UNPROVOKED,2020-01-05,SPAIN,Canary Islands,"Famara Beach, Lanzarote",PASSIVE,INJURY,
399,UNPROVOKED,2020-01-05,FRENCH POLYNESIA,Tahiti,Vallée Blanche,DIVING,INJURY,
400,UNPROVOKED,2020-01-05,USA,California,"Sand Dollar Beach, Santa Cruz County",SURFING,FATALITY,NOON
401,UNPROVOKED,2020-01-05,AUSTRALIA,Victoria,"Southside Beach, near Geelong",SURFING,INJURY,AFTERNOON
402,UNPROVOKED,2020-01-05,USA,California,"Summerland, Santa Barbara County",SWIMMING,INJURY,NOON
403,,2020-01-04,USA,California,"Moonlight Beach, San Diego County",SURFING,INJURY,AFTERNOON
404,UNPROVOKED,2020-01-04,AUSTRALIA,New South Wales,Killick Creek near Crescent Head,SWIMMING,INJURY,MORNING
405,UNPROVOKED,2020-01-04,USA,Florida,"Cocoa Beach, Brevard  County",SURFING,INJURY,MORNING
406,UNPROVOKED,2020-01-04,AUSTRALIA,Queensland,North West Island,SWIMMING,FATALITY,AFTERNOON
407,UNPROVOKED,2020-01-04,AUSTRALIA,New South Wales,Wamberal Beach,SURFING,INJURY,MORNING
408,UNPROVOKED,2020-01-03,USA,California,"Pleasure Point, Santa Cruz County",SURFING,INJURY,DUSK
409,UNPROVOKED,2020-01-03,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
410,UNPROVOKED,2020-01-03,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,MORNING
411,UNPROVOKED,2020-01-03,AUSTRALIA,Queensland,Cairns,,INJURY,NOON
412,PROVOKED,2020-01-03,NEW ZEALAND,North Island,"Stanmore Bay, Auckland",BOATING,,
413,UNPROVOKED,2020-01-03,FIJI,Vanua Levu,"Tawake, Cakaudrove",DIVING,INJURY,MORNING
414,UNPROVOKED,2020-01-02,NEW ZEALAND,North Island,Pauanui Beach,SURFING,INJURY,NOON
415,UNPROVOKED,2020-01-02,USA,Maui,Wailea,SURFING,INJURY,MORNING
416,UNPROVOKED,2010-01-02,FRENCH POLYNESIA,Marquesas,Ua Huka,BOATING,,
417,PROVOKED,2020-01-01,BAHAMAS,Exumas,,SWIMMING,INJURY,
418,UNPROVOKED,2020-01-01,AUSTRALIA,New South Wales,Windang Beach,SURFING,INJURY,MORNING
419,UNPROVOKED,2020-01-01,NEW ZEALAND,Southland,Oreti Beach,SURFING,INJURY,DUSK
420,UNPROVOKED,2020-01-01,USA,North Carolina,"Rodanthe, Dare County",SURFING,INJURY,NOON
421,UNPROVOKED,2020-01-01,THAILAND,Phang Nga Province,Nang Thong Beach,SWIMMING,INJURY,MORNING
422,UNPROVOKED,2020-01-01,AUSTRALIA,Queensland,North West Island,SWIMMING,INJURY,AFTERNOON
423,UNPROVOKED,2020-01-01,AUSTRALIA,Western Australia,Cull Island / Esperance,DIVING,FATALITY,NOON
424,UNPROVOKED,2020-01-01,NEW CALEDONIA,,Calana,,INJURY,NOON
425,,2020-01-01,AUSTRALIA,Western Australia,Esperance,SWIMMING,,AFTERNOON
426,UNPROVOKED,2019-01-12,AUSTRALIA,Queensland,North West Island,SWIMMING,INJURY,NOON
427,UNPROVOKED,2019-01-12,SEYCHELLES,Praslin,Amitié Beach,SWIMMING,INJURY,DUSK
428,UNPROVOKED,2019-01-12,PAPUA NEW GUINEA,Central Province,Ragelapara reef,DIVING,FATALITY,AFTERNOON
429,UNPROVOKED,2019-01-12,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",SURFING,INJURY,MORNING
430,UNPROVOKED,2019-01-12,NEW ZEALAND,Southland,Oreti Beach,SURFING,INJURY,DUSK
431,UNPROVOKED,2019-01-12,USA,California,"Santa Rosa Island, Ventura County",SURFING,INJURY,AFTERNOON
432,PROVOKED,2019-01-12,AUSTRALIA,New South Wales,Shellharbour,FISHING,,
433,,2019-01-12,REUNION ISLAND,,,BOATING,,
434,UNPROVOKED,2019-01-12,AUSTRALIA,Western Australia,Exmouth,DIVING,INJURY,MORNING
435,UNPROVOKED,2019-01-12,CUBA,Holquin,Guardalavaca Beach,SWIMMING,FATALITY,NIGHT
436,UNPROVOKED,2019-01-12,USA,Hawaii,"Cove Park, Kihei, Maui",SURFING,INJURY,MORNING
437,UNPROVOKED,2019-01-11,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,,
438,UNPROVOKED,2019-01-11,AUSTRALIA,Queensland,Bargara,DIVING,INJURY,AFTERNOON
439,,2019-01-11,AUSTRALIA,Queensland,"Elliot Head, near Bundaberg.",DIVING,,
440,PROVOKED,2019-01-11,MEXICO,Guerrero,Off Barra Vieja,FISHING,INJURY,AFTERNOON
441,UNPROVOKED,2019-01-11,ISRAEL,,Haifa,DIVING,INJURY,
442,PROVOKED,2019-01-11,FRENCH POLYNESIA,Moorea,Afareitu Lagoonarium.,,INJURY,
443,UNPROVOKED,2019-01-11,USA,Florida,"Cocoa Beach, Brevard  County",SURFING,INJURY,
444,UNPROVOKED,2019-01-11,MEXICO,Baja,Magdalena Bay,DIVING,INJURY,
445,WATERCRAFT,2019-01-11,SOUTH AFRICA,Eastern Cape Province,East London,BOATING,,
446,UNPROVOKED,2019-01-11,USA,California,"San Onofre, San Diego County",SURFING,,MORNING
447,,2019-01-11,REUNION ISLAND,Saint-Gilles,L’Hermitage Lagoon,DIVING,,
448,UNPROVOKED,2019-01-10,AUSTRALIA,Queensland,"Off Airlie Beach, Whitsundays",DIVING,INJURY,MORNING
449,PROVOKED,2019-01-10,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
450,UNPROVOKED,2019-01-10,USA,California,"Cambria, San Luis Obispo County",BOATING,INJURY,MORNING
451,UNPROVOKED,2019-01-10,FRENCH POLYNESIA,Moorea,Opunohu Bay,DIVING,,NOON
452,UNPROVOKED,2019-01-10,AUSTRALIA,Queensland,"Woorim Beach, Bribie Island,",SURFING,INJURY,AFTERNOON
453,UNPROVOKED,2019-01-10,USA,Florida,"Fort Pierce, St. Lucie County",SURFING,INJURY,NOON
454,UNPROVOKED,2019-01-10,AUSTRALIA,New South Wales,Lighthouse Beach,SURFING,,AFTERNOON
455,WATERCRAFT,2019-01-10,USA,California,"Ship Rock near Catalina, Los Angeles County",BOATING,INJURY,AFTERNOON
456,UNPROVOKED,2019-01-10,USA,Guam,Talofofo Bay,SURFING,INJURY,
457,PROVOKED,2019-01-09,AUSTRALIA,Northern Territory,"Nightcliff Jetty, Darwin",FISHING,INJURY,NOON
458,UNPROVOKED,2019-01-09,USA,Hawaii,"Kihei, South Maui",SURFING,INJURY,MORNING
459,UNPROVOKED,2019-01-09,USA,Florida,"Huguenot Park, Jacksonville, Duval County",SWIMMING,INJURY,AFTERNOON
460,UNPROVOKED,2019-01-09,USA,Florida,"Satellite Beach, Brevard County",SURFING,INJURY,AFTERNOON
461,UNPROVOKED,2019-01-09,USA,Hawaii,"Haleiwa, Oahu",DIVING,INJURY,MORNING
462,UNPROVOKED,2019-01-09,USA,South Carolina,"Isle of Palms,  Charleston County",,INJURY,
463,UNPROVOKED,2019-01-09,AUSTRALIA,Western Australia,"Burns Beach, Perth",DIVING,INJURY,MORNING
464,UNPROVOKED,2019-01-08,USA,Cayman Islands,Grand Cayman,DIVING,INJURY,
465,UNPROVOKED,2019-01-08,USA,Florida,"Jacksonville Beach, Duval County",,INJURY,NOON
466,PROVOKED,2019-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
467,UNPROVOKED,2019-01-08,USA,Florida,"Fort Lauderdale, Broward County",SWIMMING,INJURY,MORNING
468,UNPROVOKED,2019-01-08,USA,Hawaii,"Napoopoo Park in Kealakekua Bay, The Big Island",SWIMMING,INJURY,MORNING
469,UNPROVOKED,2019-01-08,FIJI,,reef 40km east Vanua Levu,DIVING,INJURY,NOON
470,UNPROVOKED,2019-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SWIMMING,INJURY,NOON
471,UNPROVOKED,2019-01-08,USA,Hawaii,"Makaha Beach, Oahu",SURFING,,DUSK
472,UNPROVOKED,2019-01-08,USA,Florida,"New Smyrna Beach, Volusia County",PASSIVE,INJURY,AFTERNOON
473,UNPROVOKED,2019-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,AFTERNOON
474,UNPROVOKED,2019-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,AFTERNOON
475,UNPROVOKED,2019-01-08,USA,Florida,Off Key Biscayne,DIVING,INJURY,
476,UNPROVOKED,2019-01-07,USA,Hawaii,Molokai Channel/,SWIMMING,INJURY,DUSK
477,PROVOKED,2019-01-07,USA,North Carolina,"Off Cape Hatteras, Dare County",FISHING,INJURY,
478,UNPROVOKED,2019-01-07,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,NOON
479,UNPROVOKED,2019-01-07,AUSTRALIA,Queensland,Magra Islet,DIVING,INJURY,AFTERNOON
480,UNPROVOKED,2019-01-07,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,AFTERNOON
481,UNPROVOKED,2019-01-07,USA,Florida,"Jacksonville Beach, Duval County",SURFING,INJURY,
482,UNPROVOKED,2019-01-07,USA,Rhode Island,"Moonstone Beach, South Kingstown, Washington County",SURFING,INJURY,AFTERNOON
483,,2019-01-07,USA,Florida,"Haulover Inlet, Miami-Dade County",DIVING,,
484,UNPROVOKED,2019-01-07,NEW ZEALAND,Chatham Islands,Pitt Island or Chatham Island,DIVING,,MORNING
485,UNPROVOKED,2019-01-07,USA,North Carolina,"Sunset Beach, Brunswick County",,INJURY,AFTERNOON
486,UNPROVOKED,2019-01-07,USA,Florida,"Amelia Island, Nassau County",SURFING,INJURY,MORNING
487,UNPROVOKED,2019-01-07,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",SURFING,INJURY,MORNING
488,UNPROVOKED,2019-01-07,AUSTRALIA,Queensland,"Pelican Waters, Caloundra",SURFING,INJURY,MORNING
489,PROVOKED,2019-01-07,MEXICO,Quinta Roo,Cabo Catoche,FISHING,INJURY,
490,UNPROVOKED,2019-01-07,BAHAMAS,Abaco Islands,Great Guana Cay,DIVING,,AFTERNOON
491,UNPROVOKED,2019-01-06,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,AFTERNOON
492,UNPROVOKED,2019-01-06,BAHAMAS,Lucayan Archipelago,Rose Island,DIVING,FATALITY,NOON
493,UNPROVOKED,2019-01-06,BAHAMAS,Abaco Islands,,DIVING,INJURY,
494,UNPROVOKED,2019-01-06,USA,North Carolina,"Bald Head Island, Brunswick County",SWIMMING,INJURY,AFTERNOON
495,UNPROVOKED,2019-01-06,BAHAMAS,,Wells Cay,DIVING,INJURY,
496,UNPROVOKED,2019-01-06,USA,Georgia,"Wilmington River, Chatham County",SWIMMING,INJURY,MORNING
497,UNPROVOKED,2019-01-06,USA,North Carolina,"Ocean Isle, Brunswick County",SURFING,,NOON
498,UNPROVOKED,2019-01-06,AUSTRALIA,Tasmania,Maatsuyker Island,DIVING,,
499,,2019-01-06,AUSTRALIA,New South Wales,Lennox Head,SURFING,INJURY,NOON
500,UNPROVOKED,2019-01-06,USA,North Carolina,"Fort Macon State Beach, Carteret County",PASSIVE,,NOON
501,UNPROVOKED,2019-01-05,NEW CALEDONIA,Bélep Islands,Cook Reef,FISHING,FATALITY,
502,UNPROVOKED,2019-01-05,USA,Hawaii,"Honokowai Point, Maui",SWIMMING,FATALITY,MORNING
503,UNPROVOKED,2019-01-05,NEW CALEDONIA,Noumea,Port South Marina,SWIMMING,,AFTERNOON
504,UNPROVOKED,2019-01-05,USA,New Jersey,"Ship Bottom, Ocean County",SURFING,,
505,UNPROVOKED,2019-01-05,FIJI,,Beqa,DIVING,INJURY,
506,UNPROVOKED,2019-01-05,USA,Hawaii,"Browns, Oahu",SURFING,,MORNING
507,UNPROVOKED,2019-01-05,AUSTRALIA,Queensland,Yandaran Beach,SURFING,INJURY,AFTERNOON
508,UNPROVOKED,2018-01-05,REUNION ISLAND,,Saint Leu,SURFING,FATALITY,AFTERNOON
509,UNPROVOKED,2019-01-05,USA,Hawaii,O'ahu,SWIMMING,INJURY,MORNING
510,UNPROVOKED,2019-01-05,USA,California,"North Salmon Creek Beach, Sonoma County",SURFING,,
511,PROVOKED,2019-01-05,BRAZIL,Fernando de Noronha,Praia de Porto,FISHING,,
